"Time (CET)","Day-ahead Total Load Forecast [MW] - Greece (GR)","Actual Total Load [MW] - Greece (GR)"
"20.06.2018 13:00 - 20.06.2018 14:00","6790","6814"
"20.06.2018 14:00 - 20.06.2018 15:00","6434","6460"
"20.06.2018 15:00 - 20.06.2018 16:00","6214","6252"
"20.06.2018 16:00 - 20.06.2018 17:00","6106","6183"
"20.06.2018 17:00 - 20.06.2018 18:00","6139","6239"
"20.06.2018 18:00 - 20.06.2018 19:00","6152","6262"
"20.06.2018 19:00 - 20.06.2018 20:00","6229","6324"
"20.06.2018 20:00 - 20.06.2018 21:00","6538","6563"
"20.06.2018 21:00 - 20.06.2018 22:00","6148","6251"
"20.06.2018 22:00 - 20.06.2018 23:00","5757","5914"
"20.06.2018 23:00 - 21.06.2018 00:00","5329","5370"
"21.06.2018 00:00 - 21.06.2018 01:00","4949","5025"
"21.06.2018 01:00 - 21.06.2018 02:00","4728","4851"
"21.06.2018 02:00 - 21.06.2018 03:00","4648","4737"
"21.06.2018 03:00 - 21.06.2018 04:00","4628","4667"
"21.06.2018 04:00 - 21.06.2018 05:00","4677","4691"
"21.06.2018 05:00 - 21.06.2018 06:00","4803","4868"
"21.06.2018 06:00 - 21.06.2018 07:00","5385","5449"
"21.06.2018 07:00 - 21.06.2018 08:00","6040","6168"
"21.06.2018 08:00 - 21.06.2018 09:00","6584","6754"
"21.06.2018 09:00 - 21.06.2018 10:00","6876","7043"
"21.06.2018 10:00 - 21.06.2018 11:00","7091","7308"
"21.06.2018 11:00 - 21.06.2018 12:00","7227","7424"
"21.06.2018 12:00 - 21.06.2018 13:00","7183","7434"
"21.06.2018 13:00 - 21.06.2018 14:00","6897","7109"
"21.06.2018 14:00 - 21.06.2018 15:00","6565","6806"
"21.06.2018 15:00 - 21.06.2018 16:00","6360","6586"
"21.06.2018 16:00 - 21.06.2018 17:00","6340","6551"
"21.06.2018 17:00 - 21.06.2018 18:00","6414","6665"
"21.06.2018 18:00 - 21.06.2018 19:00","6440","6662"
"21.06.2018 19:00 - 21.06.2018 20:00","6499","6703"
"21.06.2018 20:00 - 21.06.2018 21:00","6659","6848"
"21.06.2018 21:00 - 21.06.2018 22:00","6279","6485"
"21.06.2018 22:00 - 21.06.2018 23:00","5958","6177"
"21.06.2018 23:00 - 22.06.2018 00:00","5607","5661"
"22.06.2018 00:00 - 22.06.2018 01:00","5207","5236"
"22.06.2018 01:00 - 22.06.2018 02:00","4986","5024"
"22.06.2018 02:00 - 22.06.2018 03:00","4847","4931"
"22.06.2018 03:00 - 22.06.2018 04:00","4806","4861"
"22.06.2018 04:00 - 22.06.2018 05:00","4856","4895"
"22.06.2018 05:00 - 22.06.2018 06:00","4988","5007"
"22.06.2018 06:00 - 22.06.2018 07:00","5598","5569"
"22.06.2018 07:00 - 22.06.2018 08:00","6280","6330"
"22.06.2018 08:00 - 22.06.2018 09:00","6854","6868"
"22.06.2018 09:00 - 22.06.2018 10:00","7163","7152"
"22.06.2018 10:00 - 22.06.2018 11:00","7344","7407"
"22.06.2018 11:00 - 22.06.2018 12:00","7463","7533"
"22.06.2018 12:00 - 22.06.2018 13:00","7429","7527"
"22.06.2018 13:00 - 22.06.2018 14:00","7213","7327"
"22.06.2018 14:00 - 22.06.2018 15:00","6942","7037"
"22.06.2018 15:00 - 22.06.2018 16:00","6685","6800"
"22.06.2018 16:00 - 22.06.2018 17:00","6678","6723"
"22.06.2018 17:00 - 22.06.2018 18:00","6743","6703"
"22.06.2018 18:00 - 22.06.2018 19:00","6760","6670"
"22.06.2018 19:00 - 22.06.2018 20:00","6749","6656"
"22.06.2018 20:00 - 22.06.2018 21:00","6907","6754"
"22.06.2018 21:00 - 22.06.2018 22:00","6557","6410"
"22.06.2018 22:00 - 22.06.2018 23:00","6257","6069"
"22.06.2018 23:00 - 23.06.2018 00:00","5805","5652"
"23.06.2018 00:00 - 23.06.2018 01:00","5435","5285"
"23.06.2018 01:00 - 23.06.2018 02:00","5234","5059"
"23.06.2018 02:00 - 23.06.2018 03:00","5054","4960"
"23.06.2018 03:00 - 23.06.2018 04:00","5005","4909"
"23.06.2018 04:00 - 23.06.2018 05:00","4954","4882"
"23.06.2018 05:00 - 23.06.2018 06:00","4893","4841"
"23.06.2018 06:00 - 23.06.2018 07:00","5213","5142"
"23.06.2018 07:00 - 23.06.2018 08:00","5835","5641"
"23.06.2018 08:00 - 23.06.2018 09:00","6381","6187"
"23.06.2018 09:00 - 23.06.2018 10:00","6782","6585"
"23.06.2018 10:00 - 23.06.2018 11:00","6990","6838"
"23.06.2018 11:00 - 23.06.2018 12:00","7101","7012"
"23.06.2018 12:00 - 23.06.2018 13:00","7073","6947"
"23.06.2018 13:00 - 23.06.2018 14:00","6841","6619"
"23.06.2018 14:00 - 23.06.2018 15:00","6526","6196"
"23.06.2018 15:00 - 23.06.2018 16:00","6360","6028"
"23.06.2018 16:00 - 23.06.2018 17:00","6268","6071"
"23.06.2018 17:00 - 23.06.2018 18:00","6300","6043"
"23.06.2018 18:00 - 23.06.2018 19:00","6285","6092"
"23.06.2018 19:00 - 23.06.2018 20:00","6323","6165"
"23.06.2018 20:00 - 23.06.2018 21:00","6626","6399"
"23.06.2018 21:00 - 23.06.2018 22:00","6326","5971"
"23.06.2018 22:00 - 23.06.2018 23:00","5976","5612"
"23.06.2018 23:00 - 24.06.2018 00:00","5353","5232"
"24.06.2018 00:00 - 24.06.2018 01:00","5052","4908"
"24.06.2018 01:00 - 24.06.2018 02:00","4831","4632"
"24.06.2018 02:00 - 24.06.2018 03:00","4701","4465"
"24.06.2018 03:00 - 24.06.2018 04:00","4602","4380"
"24.06.2018 04:00 - 24.06.2018 05:00","4552","4365"
"24.06.2018 05:00 - 24.06.2018 06:00","4450","4153"
"24.06.2018 06:00 - 24.06.2018 07:00","4606","4339"
"24.06.2018 07:00 - 24.06.2018 08:00","4992","4723"
"24.06.2018 08:00 - 24.06.2018 09:00","5392","5065"
"24.06.2018 09:00 - 24.06.2018 10:00","5771","5412"
"24.06.2018 10:00 - 24.06.2018 11:00","6051","5776"
"24.06.2018 11:00 - 24.06.2018 12:00","6178","5962"
"24.06.2018 12:00 - 24.06.2018 13:00","6117","5959"
"24.06.2018 13:00 - 24.06.2018 14:00","5724","5591"
"24.06.2018 14:00 - 24.06.2018 15:00","5477","5291"
"24.06.2018 15:00 - 24.06.2018 16:00","5349","5109"
"24.06.2018 16:00 - 24.06.2018 17:00","5389","5087"
"24.06.2018 17:00 - 24.06.2018 18:00","5463","5219"
"24.06.2018 18:00 - 24.06.2018 19:00","5580","5389"
"24.06.2018 19:00 - 24.06.2018 20:00","5840","5546"
"24.06.2018 20:00 - 24.06.2018 21:00","6253","5812"
"24.06.2018 21:00 - 24.06.2018 22:00","6002","5611"
"24.06.2018 22:00 - 24.06.2018 23:00","5653","5284"
"24.06.2018 23:00 - 25.06.2018 00:00","5074","4854"
"25.06.2018 00:00 - 25.06.2018 01:00","4704","4509"
"25.06.2018 01:00 - 25.06.2018 02:00","4502","4300"
"25.06.2018 02:00 - 25.06.2018 03:00","4403","4192"
"25.06.2018 03:00 - 25.06.2018 04:00","4382","4135"
"25.06.2018 04:00 - 25.06.2018 05:00","4423","4238"
"25.06.2018 05:00 - 25.06.2018 06:00","4624","4393"
"25.06.2018 06:00 - 25.06.2018 07:00","5162","4946"
"25.06.2018 07:00 - 25.06.2018 08:00","5847","5573"
"25.06.2018 08:00 - 25.06.2018 09:00","6352","6048"
"25.06.2018 09:00 - 25.06.2018 10:00","6543","6346"
"25.06.2018 10:00 - 25.06.2018 11:00","6716","6519"
"25.06.2018 11:00 - 25.06.2018 12:00","6809","6586"
"25.06.2018 12:00 - 25.06.2018 13:00","6812","6698"
"25.06.2018 13:00 - 25.06.2018 14:00","6558","6475"
"25.06.2018 14:00 - 25.06.2018 15:00","6205","6160"
"25.06.2018 15:00 - 25.06.2018 16:00","5987","6005"
"25.06.2018 16:00 - 25.06.2018 17:00","5895","5929"
"25.06.2018 17:00 - 25.06.2018 18:00","5953","5926"
"25.06.2018 18:00 - 25.06.2018 19:00","6007","5933"
"25.06.2018 19:00 - 25.06.2018 20:00","6185","6035"
"25.06.2018 20:00 - 25.06.2018 21:00","6453","6159"
"25.06.2018 21:00 - 25.06.2018 22:00","6053","5787"
"25.06.2018 22:00 - 25.06.2018 23:00","5703","5437"
"25.06.2018 23:00 - 26.06.2018 00:00","5062","4915"
"26.06.2018 00:00 - 26.06.2018 01:00","4691","4596"
"26.06.2018 01:00 - 26.06.2018 02:00","4501","4435"
"26.06.2018 02:00 - 26.06.2018 03:00","4391","4361"
"26.06.2018 03:00 - 26.06.2018 04:00","4362","4372"
"26.06.2018 04:00 - 26.06.2018 05:00","4412","4494"
"26.06.2018 05:00 - 26.06.2018 06:00","4540","4662"
"26.06.2018 06:00 - 26.06.2018 07:00","5097","5167"
"26.06.2018 07:00 - 26.06.2018 08:00","5686","5820"
"26.06.2018 08:00 - 26.06.2018 09:00","6165","6293"
"26.06.2018 09:00 - 26.06.2018 10:00","6408","6500"
"26.06.2018 10:00 - 26.06.2018 11:00","6556","6663"
"26.06.2018 11:00 - 26.06.2018 12:00","6674","6712"
"26.06.2018 12:00 - 26.06.2018 13:00","6579","6631"
"26.06.2018 13:00 - 26.06.2018 14:00","6239","6329"
"26.06.2018 14:00 - 26.06.2018 15:00","5892","5945"
"26.06.2018 15:00 - 26.06.2018 16:00","5684","5715"
"26.06.2018 16:00 - 26.06.2018 17:00","5696","5683"
"26.06.2018 17:00 - 26.06.2018 18:00","5820","5755"
"26.06.2018 18:00 - 26.06.2018 19:00","6006","5846"
"26.06.2018 19:00 - 26.06.2018 20:00","6174","5992"
"26.06.2018 20:00 - 26.06.2018 21:00","6380","6041"
"26.06.2018 21:00 - 26.06.2018 22:00","5981","5610"
"26.06.2018 22:00 - 26.06.2018 23:00","5631","5332"
"26.06.2018 23:00 - 27.06.2018 00:00","4922","4933"
"27.06.2018 00:00 - 27.06.2018 01:00","4601","4553"
"27.06.2018 01:00 - 27.06.2018 02:00","4431","4370"
"27.06.2018 02:00 - 27.06.2018 03:00","4361","4311"
"27.06.2018 03:00 - 27.06.2018 04:00","4361","4321"
"27.06.2018 04:00 - 27.06.2018 05:00","4491","4390"
"27.06.2018 05:00 - 27.06.2018 06:00","4672","4512"
"27.06.2018 06:00 - 27.06.2018 07:00","5186","4990"
"27.06.2018 07:00 - 27.06.2018 08:00","5933","5664"
"27.06.2018 08:00 - 27.06.2018 09:00","6536","6072"
"27.06.2018 09:00 - 27.06.2018 10:00","6825","6299"
"27.06.2018 10:00 - 27.06.2018 11:00","6978","6469"
"27.06.2018 11:00 - 27.06.2018 12:00","7103","6471"
"27.06.2018 12:00 - 27.06.2018 13:00","7137","6453"
"27.06.2018 13:00 - 27.06.2018 14:00","6858","6235"
"27.06.2018 14:00 - 27.06.2018 15:00","6510","5915"
"27.06.2018 15:00 - 27.06.2018 16:00","6363","5731"
"27.06.2018 16:00 - 27.06.2018 17:00","6241","5711"
"27.06.2018 17:00 - 27.06.2018 18:00","6132","5765"
"27.06.2018 18:00 - 27.06.2018 19:00","6068","5852"
"27.06.2018 19:00 - 27.06.2018 20:00","6131","6001"
"27.06.2018 20:00 - 27.06.2018 21:00","6221","6107"
"27.06.2018 21:00 - 27.06.2018 22:00","5830","5699"
"27.06.2018 22:00 - 27.06.2018 23:00","5491","5362"
"27.06.2018 23:00 - 28.06.2018 00:00","4915","4864"
"28.06.2018 00:00 - 28.06.2018 01:00","4534","4441"
"28.06.2018 01:00 - 28.06.2018 02:00","4354","4281"
"28.06.2018 02:00 - 28.06.2018 03:00","4294","4196"
"28.06.2018 03:00 - 28.06.2018 04:00","4304","4155"
"28.06.2018 04:00 - 28.06.2018 05:00","4373","4228"
"28.06.2018 05:00 - 28.06.2018 06:00","4519","4361"
"28.06.2018 06:00 - 28.06.2018 07:00","5088","4887"
"28.06.2018 07:00 - 28.06.2018 08:00","5856","5540"
"28.06.2018 08:00 - 28.06.2018 09:00","6375","5974"
"28.06.2018 09:00 - 28.06.2018 10:00","6636","6171"
"28.06.2018 10:00 - 28.06.2018 11:00","6822","6331"
"28.06.2018 11:00 - 28.06.2018 12:00","6919","6337"
"28.06.2018 12:00 - 28.06.2018 13:00","6832","6338"
"28.06.2018 13:00 - 28.06.2018 14:00","6528","6108"
"28.06.2018 14:00 - 28.06.2018 15:00","6131","5772"
"28.06.2018 15:00 - 28.06.2018 16:00","5985","5571"
"28.06.2018 16:00 - 28.06.2018 17:00","5938","5585"
"28.06.2018 17:00 - 28.06.2018 18:00","5960","5619"
"28.06.2018 18:00 - 28.06.2018 19:00","6082","5665"
"28.06.2018 19:00 - 28.06.2018 20:00","6148","5791"
"28.06.2018 20:00 - 28.06.2018 21:00","6263","5958"
"28.06.2018 21:00 - 28.06.2018 22:00","5823","5585"
"28.06.2018 22:00 - 28.06.2018 23:00","5464","5254"
"28.06.2018 23:00 - 29.06.2018 00:00","4937","4884"
"29.06.2018 00:00 - 29.06.2018 01:00","4607","4547"
"29.06.2018 01:00 - 29.06.2018 02:00","4406","4378"
"29.06.2018 02:00 - 29.06.2018 03:00","4346","4341"
"29.06.2018 03:00 - 29.06.2018 04:00","4346","4339"
"29.06.2018 04:00 - 29.06.2018 05:00","4426","4420"
"29.06.2018 05:00 - 29.06.2018 06:00","4560","4506"
"29.06.2018 06:00 - 29.06.2018 07:00","5115","4964"
"29.06.2018 07:00 - 29.06.2018 08:00","5737","5536"
"29.06.2018 08:00 - 29.06.2018 09:00","6235","5964"
"29.06.2018 09:00 - 29.06.2018 10:00","6453","6188"
"29.06.2018 10:00 - 29.06.2018 11:00","6595","6306"
"29.06.2018 11:00 - 29.06.2018 12:00","6678","6361"
"29.06.2018 12:00 - 29.06.2018 13:00","6635","6401"
"29.06.2018 13:00 - 29.06.2018 14:00","6421","6192"
"29.06.2018 14:00 - 29.06.2018 15:00","6104","5822"
"29.06.2018 15:00 - 29.06.2018 16:00","5895","5611"
"29.06.2018 16:00 - 29.06.2018 17:00","5875","5607"
"29.06.2018 17:00 - 29.06.2018 18:00","5883","5642"
"29.06.2018 18:00 - 29.06.2018 19:00","5990","5611"
"29.06.2018 19:00 - 29.06.2018 20:00","6090","5707"
"29.06.2018 20:00 - 29.06.2018 21:00","6288","5912"
"29.06.2018 21:00 - 29.06.2018 22:00","5888","5633"
"29.06.2018 22:00 - 29.06.2018 23:00","5549","5324"
"29.06.2018 23:00 - 30.06.2018 00:00","4973","4936"
"30.06.2018 00:00 - 30.06.2018 01:00","4662","4630"
"30.06.2018 01:00 - 30.06.2018 02:00","4442","4456"
"30.06.2018 02:00 - 30.06.2018 03:00","4342","4371"
"30.06.2018 03:00 - 30.06.2018 04:00","4301","4257"
"30.06.2018 04:00 - 30.06.2018 05:00","4301","4271"
"30.06.2018 05:00 - 30.06.2018 06:00","4239","4218"
"30.06.2018 06:00 - 30.06.2018 07:00","4503","4472"
"30.06.2018 07:00 - 30.06.2018 08:00","5042","5055"
"30.06.2018 08:00 - 30.06.2018 09:00","5565","5514"
"30.06.2018 09:00 - 30.06.2018 10:00","5902","5872"
"30.06.2018 10:00 - 30.06.2018 11:00","6102","6097"
"30.06.2018 11:00 - 30.06.2018 12:00","6249","6342"
"30.06.2018 12:00 - 30.06.2018 13:00","6242","6326"
"30.06.2018 13:00 - 30.06.2018 14:00","5943","6108"
"30.06.2018 14:00 - 30.06.2018 15:00","5571","5811"
"30.06.2018 15:00 - 30.06.2018 16:00","5444","5662"
"30.06.2018 16:00 - 30.06.2018 17:00","5446","5664"
"30.06.2018 17:00 - 30.06.2018 18:00","5488","5699"
"30.06.2018 18:00 - 30.06.2018 19:00","5586","5715"
"30.06.2018 19:00 - 30.06.2018 20:00","5716","5712"
"30.06.2018 20:00 - 30.06.2018 21:00","6034","6001"
"30.06.2018 21:00 - 30.06.2018 22:00","5704","5728"
"30.06.2018 22:00 - 30.06.2018 23:00","5315","5384"
"30.06.2018 23:00 - 01.07.2018 00:00","4861","5054"
"01.07.2018 00:00 - 01.07.2018 01:00","4551","4724"
"01.07.2018 01:00 - 01.07.2018 02:00","4330","4480"
"01.07.2018 02:00 - 01.07.2018 03:00","4199","4363"
"01.07.2018 03:00 - 01.07.2018 04:00","4129","4274"
"01.07.2018 04:00 - 01.07.2018 05:00","4110","4212"
"01.07.2018 05:00 - 01.07.2018 06:00","3988","4055"
"01.07.2018 06:00 - 01.07.2018 07:00","4092","4184"
"01.07.2018 07:00 - 01.07.2018 08:00","4504","4533"
"01.07.2018 08:00 - 01.07.2018 09:00","4906","4962"
"01.07.2018 09:00 - 01.07.2018 10:00","5292","5336"
"01.07.2018 10:00 - 01.07.2018 11:00","5617","5714"
"01.07.2018 11:00 - 01.07.2018 12:00","5746","5956"
"01.07.2018 12:00 - 01.07.2018 13:00","5673","5928"
"01.07.2018 13:00 - 01.07.2018 14:00","5300","5637"
"01.07.2018 14:00 - 01.07.2018 15:00","4979","5402"
"01.07.2018 15:00 - 01.07.2018 16:00","4889","5370"
"01.07.2018 16:00 - 01.07.2018 17:00","4939","5421"
"01.07.2018 17:00 - 01.07.2018 18:00","5046","5500"
"01.07.2018 18:00 - 01.07.2018 19:00","5209","5592"
"01.07.2018 19:00 - 01.07.2018 20:00","5487","5726"
"01.07.2018 20:00 - 01.07.2018 21:00","5852","6098"
"01.07.2018 21:00 - 01.07.2018 22:00","5603","5979"
"01.07.2018 22:00 - 01.07.2018 23:00","5243","5747"
"01.07.2018 23:00 - 02.07.2018 00:00","4835","5282"
"02.07.2018 00:00 - 02.07.2018 01:00","4504","4887"
"02.07.2018 01:00 - 02.07.2018 02:00","4304","4609"
"02.07.2018 02:00 - 02.07.2018 03:00","4224","4531"
"02.07.2018 03:00 - 02.07.2018 04:00","4213","4479"
"02.07.2018 04:00 - 02.07.2018 05:00","4283","4533"
"02.07.2018 05:00 - 02.07.2018 06:00","4432","4622"
"02.07.2018 06:00 - 02.07.2018 07:00","4984","5144"
"02.07.2018 07:00 - 02.07.2018 08:00","5617","5816"
"02.07.2018 08:00 - 02.07.2018 09:00","6099","6474"
"02.07.2018 09:00 - 02.07.2018 10:00","6378","6816"
"02.07.2018 10:00 - 02.07.2018 11:00","6590","7071"
"02.07.2018 11:00 - 02.07.2018 12:00","6773","7255"
"02.07.2018 12:00 - 02.07.2018 13:00","6860","7377"
"02.07.2018 13:00 - 02.07.2018 14:00","6703","7267"
"02.07.2018 14:00 - 02.07.2018 15:00","6361","6974"
"02.07.2018 15:00 - 02.07.2018 16:00","6154","6788"
"02.07.2018 16:00 - 02.07.2018 17:00","6113","6720"
"02.07.2018 17:00 - 02.07.2018 18:00","6110","6684"
"02.07.2018 18:00 - 02.07.2018 19:00","6163","6639"
"02.07.2018 19:00 - 02.07.2018 20:00","6270","6682"
"02.07.2018 20:00 - 02.07.2018 21:00","6585","6927"
"02.07.2018 21:00 - 02.07.2018 22:00","6196","6630"
"02.07.2018 22:00 - 02.07.2018 23:00","5797","6266"
"02.07.2018 23:00 - 03.07.2018 00:00","5669","5742"
"03.07.2018 00:00 - 03.07.2018 01:00","5298","5352"
"03.07.2018 01:00 - 03.07.2018 02:00","5038","5126"
"03.07.2018 02:00 - 03.07.2018 03:00","4868","4940"
"03.07.2018 03:00 - 03.07.2018 04:00","4778","4873"
"03.07.2018 04:00 - 03.07.2018 05:00","4797","4925"
"03.07.2018 05:00 - 03.07.2018 06:00","4846","4979"
"03.07.2018 06:00 - 03.07.2018 07:00","5417","5495"
"03.07.2018 07:00 - 03.07.2018 08:00","6072","6228"
"03.07.2018 08:00 - 03.07.2018 09:00","6687","6868"
"03.07.2018 09:00 - 03.07.2018 10:00","7039","7232"
"03.07.2018 10:00 - 03.07.2018 11:00","7286","7545"
"03.07.2018 11:00 - 03.07.2018 12:00","7455","7771"
"03.07.2018 12:00 - 03.07.2018 13:00","7529","7811"
"03.07.2018 13:00 - 03.07.2018 14:00","7378","7712"
"03.07.2018 14:00 - 03.07.2018 15:00","7152","7441"
"03.07.2018 15:00 - 03.07.2018 16:00","6983","7318"
"03.07.2018 16:00 - 03.07.2018 17:00","7029","7283"
"03.07.2018 17:00 - 03.07.2018 18:00","7053","7237"
"03.07.2018 18:00 - 03.07.2018 19:00","7039","7144"
"03.07.2018 19:00 - 03.07.2018 20:00","7043","7094"
"03.07.2018 20:00 - 03.07.2018 21:00","7258","7265"
"03.07.2018 21:00 - 03.07.2018 22:00","6949","6938"
"03.07.2018 22:00 - 03.07.2018 23:00","6550","6620"
"03.07.2018 23:00 - 04.07.2018 00:00","5993","6092"
"04.07.2018 00:00 - 04.07.2018 01:00","5563","5623"
"04.07.2018 01:00 - 04.07.2018 02:00","5293","5308"
"04.07.2018 02:00 - 04.07.2018 03:00","5112","5157"
"04.07.2018 03:00 - 04.07.2018 04:00","5032","5084"
"04.07.2018 04:00 - 04.07.2018 05:00","5032","5143"
"04.07.2018 05:00 - 04.07.2018 06:00","5109","5186"
"04.07.2018 06:00 - 04.07.2018 07:00","5702","5733"
"04.07.2018 07:00 - 04.07.2018 08:00","6411","6515"
"04.07.2018 08:00 - 04.07.2018 09:00","7051","7230"
"04.07.2018 09:00 - 04.07.2018 10:00","7409","7651"
"04.07.2018 10:00 - 04.07.2018 11:00","7651","7941"
"04.07.2018 11:00 - 04.07.2018 12:00","7816","8097"
"04.07.2018 12:00 - 04.07.2018 13:00","7894","8234"
"04.07.2018 13:00 - 04.07.2018 14:00","7756","8121"
"04.07.2018 14:00 - 04.07.2018 15:00","7456","7866"
"04.07.2018 15:00 - 04.07.2018 16:00","7274","7661"
"04.07.2018 16:00 - 04.07.2018 17:00","7229","7531"
"04.07.2018 17:00 - 04.07.2018 18:00","7264","7483"
"04.07.2018 18:00 - 04.07.2018 19:00","7241","7381"
"04.07.2018 19:00 - 04.07.2018 20:00","7237","7310"
"04.07.2018 20:00 - 04.07.2018 21:00","7492","7469"
"04.07.2018 21:00 - 04.07.2018 22:00","7193","7222"
"04.07.2018 22:00 - 04.07.2018 23:00","6813","6895"
"04.07.2018 23:00 - 05.07.2018 00:00","6309","6367"
"05.07.2018 00:00 - 05.07.2018 01:00","5859","5926"
"05.07.2018 01:00 - 05.07.2018 02:00","5548","5650"
"05.07.2018 02:00 - 05.07.2018 03:00","5369","5506"
"05.07.2018 03:00 - 05.07.2018 04:00","5268","5374"
"05.07.2018 04:00 - 05.07.2018 05:00","5269","5360"
"05.07.2018 05:00 - 05.07.2018 06:00","5324","5356"
"05.07.2018 06:00 - 05.07.2018 07:00","5931","5886"
"05.07.2018 07:00 - 05.07.2018 08:00","6679","6651"
"05.07.2018 08:00 - 05.07.2018 09:00","7307","7362"
"05.07.2018 09:00 - 05.07.2018 10:00","7695","7660"
"05.07.2018 10:00 - 05.07.2018 11:00","7975","8028"
"05.07.2018 11:00 - 05.07.2018 12:00","8158","8354"
"05.07.2018 12:00 - 05.07.2018 13:00","8232","8530"
"05.07.2018 13:00 - 05.07.2018 14:00","8088","8424"
"05.07.2018 14:00 - 05.07.2018 15:00","7803","8183"
"05.07.2018 15:00 - 05.07.2018 16:00","7635","7987"
"05.07.2018 16:00 - 05.07.2018 17:00","7585","7901"
"05.07.2018 17:00 - 05.07.2018 18:00","7540","7865"
"05.07.2018 18:00 - 05.07.2018 19:00","7401","7747"
"05.07.2018 19:00 - 05.07.2018 20:00","7302","7594"
"05.07.2018 20:00 - 05.07.2018 21:00","7458","7705"
"05.07.2018 21:00 - 05.07.2018 22:00","7139","7460"
"05.07.2018 22:00 - 05.07.2018 23:00","6790","7150"
"05.07.2018 23:00 - 06.07.2018 00:00","6525","6613"
"06.07.2018 00:00 - 06.07.2018 01:00","6085","6174"
"06.07.2018 01:00 - 06.07.2018 02:00","5784","5805"
"06.07.2018 02:00 - 06.07.2018 03:00","5584","5624"
"06.07.2018 03:00 - 06.07.2018 04:00","5474","5524"
"06.07.2018 04:00 - 06.07.2018 05:00","5464","5547"
"06.07.2018 05:00 - 06.07.2018 06:00","5511","5555"
"06.07.2018 06:00 - 06.07.2018 07:00","6082","6114"
"06.07.2018 07:00 - 06.07.2018 08:00","6782","6919"
"06.07.2018 08:00 - 06.07.2018 09:00","7392","7589"
"06.07.2018 09:00 - 06.07.2018 10:00","7821","7985"
"06.07.2018 10:00 - 06.07.2018 11:00","8116","8268"
"06.07.2018 11:00 - 06.07.2018 12:00","8350","8461"
"06.07.2018 12:00 - 06.07.2018 13:00","8458","8620"
"06.07.2018 13:00 - 06.07.2018 14:00","8299","8508"
"06.07.2018 14:00 - 06.07.2018 15:00","8025","8244"
"06.07.2018 15:00 - 06.07.2018 16:00","7827","8042"
"06.07.2018 16:00 - 06.07.2018 17:00","7739","7962"
"06.07.2018 17:00 - 06.07.2018 18:00","7677","7890"
"06.07.2018 18:00 - 06.07.2018 19:00","7571","7685"
"06.07.2018 19:00 - 06.07.2018 20:00","7447","7534"
"06.07.2018 20:00 - 06.07.2018 21:00","7604","7603"
"06.07.2018 21:00 - 06.07.2018 22:00","7305","7304"
"06.07.2018 22:00 - 06.07.2018 23:00","6995","7078"
"06.07.2018 23:00 - 07.07.2018 00:00","6655","6547"
"07.07.2018 00:00 - 07.07.2018 01:00","6235","6194"
"07.07.2018 01:00 - 07.07.2018 02:00","5915","5896"
"07.07.2018 02:00 - 07.07.2018 03:00","5735","5689"
"07.07.2018 03:00 - 07.07.2018 04:00","5615","5561"
"07.07.2018 04:00 - 07.07.2018 05:00","5534","5466"
"07.07.2018 05:00 - 07.07.2018 06:00","5387","5341"
"07.07.2018 06:00 - 07.07.2018 07:00","5698","5574"
"07.07.2018 07:00 - 07.07.2018 08:00","6275","6125"
"07.07.2018 08:00 - 07.07.2018 09:00","6849","6719"
"07.07.2018 09:00 - 07.07.2018 10:00","7240","7130"
"07.07.2018 10:00 - 07.07.2018 11:00","7508","7393"
"07.07.2018 11:00 - 07.07.2018 12:00","7676","7677"
"07.07.2018 12:00 - 07.07.2018 13:00","7758","7842"
"07.07.2018 13:00 - 07.07.2018 14:00","7578","7713"
"07.07.2018 14:00 - 07.07.2018 15:00","7326","7467"
"07.07.2018 15:00 - 07.07.2018 16:00","7234","7301"
"07.07.2018 16:00 - 07.07.2018 17:00","7253","7139"
"07.07.2018 17:00 - 07.07.2018 18:00","7277","7021"
"07.07.2018 18:00 - 07.07.2018 19:00","7166","6821"
"07.07.2018 19:00 - 07.07.2018 20:00","7043","6730"
"07.07.2018 20:00 - 07.07.2018 21:00","7353","6960"
"07.07.2018 21:00 - 07.07.2018 22:00","7124","6678"
"07.07.2018 22:00 - 07.07.2018 23:00","6775","6397"
"07.07.2018 23:00 - 08.07.2018 00:00","6455","5994"
"08.07.2018 00:00 - 08.07.2018 01:00","6096","5609"
"08.07.2018 01:00 - 08.07.2018 02:00","5776","5327"
"08.07.2018 02:00 - 08.07.2018 03:00","5536","5120"
"08.07.2018 03:00 - 08.07.2018 04:00","5426","5063"
"08.07.2018 04:00 - 08.07.2018 05:00","5295","4931"
"08.07.2018 05:00 - 08.07.2018 06:00","5115","4709"
"08.07.2018 06:00 - 08.07.2018 07:00","5332","4778"
"08.07.2018 07:00 - 08.07.2018 08:00","5742","5123"
"08.07.2018 08:00 - 08.07.2018 09:00","6183","5565"
"08.07.2018 09:00 - 08.07.2018 10:00","6592","5940"
"08.07.2018 10:00 - 08.07.2018 11:00","6966","6286"
"08.07.2018 11:00 - 08.07.2018 12:00","7247","6481"
