ParticipantID,BatteryChargeStartMonth,BatteryChargeStartDay,BatteryChargeStartHour,BatteryChargeStopMonth,BatteryChargeStopDay,BatteryChargeStopHour,ChargingTime(min),Starting_SoC,Ending_SoC,SoC_Diff
SS05,6,24,16,6,24,18,122.0,0.42,0.75,0.33
SS05,6,25,19,6,25,21,92.0,0.33,0.67,0.34
SS05,6,29,16,6,29,20,237.0,0.5,1.0,0.5
SS05,7,3,9,7,3,11,146.0,0.5,0.92,0.42
SS05,7,3,13,7,3,17,256.0,0.42,1.0,0.58
SS05,7,5,12,7,5,15,191.0,0.25,0.83,0.58
SS05,7,6,13,7,6,14,42.0,0.42,0.58,0.16
SS05,7,12,18,7,12,22,250.0,0.42,1.0,0.58
SS05,7,17,10,7,17,10,22.0,0.75,0.75,0.0
SS05,7,17,16,7,17,18,143.0,0.42,0.83,0.41
SS05,7,17,19,7,17,21,134.0,0.83,1.0,0.17
SS05,7,22,22,7,23,3,300.0,0.25,1.0,0.75
SS05,7,26,19,7,26,23,294.0,0.25,1.0,0.75
SS05,7,27,18,7,27,22,250.0,0.42,1.0,0.58
MC01,1,23,15,1,23,19,247.0,0.17,0.83,0.66
MC01,1,24,18,1,24,19,81.0,0.5,0.83,0.33
MC01,1,27,7,1,27,7,6.0,0.83,0.83,0.0
MC01,1,27,8,1,27,9,58.0,0.67,0.83,0.16
MC01,1,28,7,1,28,7,54.0,0.5,0.67,0.17
MC01,1,28,20,1,28,23,159.0,0.25,0.83,0.58
MC01,2,4,8,2,4,11,204.0,0.17,0.83,0.66
MC01,2,5,22,2,6,2,207.0,0.17,0.83,0.66
MC01,2,7,20,2,7,23,190.0,0.17,0.83,0.66
MC01,2,17,13,2,17,15,133.0,0.33,0.83,0.5
MC01,2,18,17,2,18,20,156.0,0.25,0.75,0.5
MC01,2,20,18,2,20,22,240.0,0.08,0.83,0.75
MC01,2,21,18,2,21,18,14.0,0.33,0.33,0.0
MC01,2,23,22,2,24,1,160.0,0.25,0.83,0.58
MC01,2,25,22,2,26,0,147.0,0.33,0.83,0.5
MC01,2,27,11,2,27,13,145.0,0.33,0.83,0.5
MC01,2,28,20,2,28,23,217.0,0.17,0.83,0.66
MC01,3,1,23,3,2,0,78.0,0.58,0.83,0.25
MC01,3,2,16,3,2,18,155.0,0.33,0.83,0.5
MC01,3,4,8,3,4,10,132.0,0.42,0.75,0.33
MC01,3,4,22,3,5,1,189.0,0.17,0.83,0.66
MC01,3,5,21,3,5,22,100.0,0.5,0.83,0.33
MC01,3,6,10,3,6,11,23.0,0.75,0.83,0.08
MC01,3,10,19,3,10,21,102.0,0.5,0.83,0.33
MC01,3,11,16,3,11,20,200.0,0.17,0.83,0.66
MC01,3,12,22,3,13,0,72.0,0.58,0.83,0.25
MC01,3,13,18,3,13,18,10.0,0.42,0.42,0.0
MC01,3,13,18,3,13,19,14.0,0.42,0.42,0.0
MC01,3,13,22,3,14,1,175.0,0.25,0.83,0.58
MC01,3,16,21,3,16,23,109.0,0.42,0.83,0.41
MC01,3,18,9,3,18,11,165.0,0.25,0.83,0.58
MC01,3,18,22,3,19,0,115.0,0.42,0.83,0.41
MC01,3,24,22,3,25,1,221.0,0.08,0.83,0.75
MC01,3,25,17,3,25,19,111.0,0.42,0.83,0.41
MC01,3,27,13,3,27,16,186.0,0.17,0.83,0.66
MC01,3,27,22,3,28,1,188.0,0.17,0.83,0.66
MC01,3,30,17,3,30,19,96.0,0.5,0.83,0.33
MC01,4,1,20,4,1,22,166.0,0.25,0.83,0.58
MC01,4,4,17,4,4,18,89.0,0.5,0.83,0.33
MC01,4,6,18,4,6,22,190.0,0.17,0.83,0.66
MC01,4,8,18,4,8,21,186.0,0.25,0.83,0.58
MC01,4,9,20,4,9,21,107.0,0.5,0.83,0.33
MC01,4,11,0,4,11,2,151.0,0.33,0.83,0.5
MC01,4,11,19,4,11,20,31.0,0.67,0.83,0.16
MC01,4,13,0,4,13,1,65.0,0.58,0.83,0.25
MC01,4,13,19,4,13,22,157.0,0.33,0.83,0.5
MC01,4,26,9,4,26,10,18.0,0.75,0.83,0.08
MC01,4,26,12,4,26,14,93.0,0.17,0.5,0.33
MC01,4,26,21,4,26,23,140.0,0.33,0.83,0.5
MC01,4,29,7,4,29,10,171.0,0.25,0.83,0.58
MC01,4,30,19,4,30,22,233.0,0.08,0.83,0.75
MC01,5,6,15,5,6,18,176.0,0.25,0.83,0.58
MC01,5,7,19,5,7,20,95.0,0.5,0.83,0.33
MC01,5,9,19,5,9,22,178.0,0.25,0.83,0.58
MC01,5,13,10,5,13,12,123.0,0.42,0.83,0.41
MC01,5,13,20,5,13,21,68.0,0.58,0.83,0.25
MC01,5,16,17,5,16,19,134.0,0.42,0.83,0.41
MC01,5,17,11,5,17,12,66.0,0.58,0.83,0.25
MC01,5,18,9,5,18,10,38.0,0.67,0.83,0.16
MC01,5,20,12,5,20,14,154.0,0.33,0.83,0.5
MC01,5,24,9,5,24,12,189.0,0.25,0.83,0.58
MC01,5,28,8,5,28,11,193.0,0.17,0.83,0.66
MC01,5,30,17,5,30,20,192.0,0.17,0.83,0.66
MC01,5,31,17,5,31,19,91.0,0.5,0.83,0.33
MC01,6,1,18,6,1,20,140.0,0.33,0.83,0.5
MC01,6,3,20,6,3,23,166.0,0.25,0.83,0.58
MC01,6,5,21,6,6,0,185.0,0.25,0.83,0.58
MC01,6,11,15,6,11,17,88.0,0.5,0.83,0.33
MC01,6,17,14,6,17,16,135.0,0.42,0.83,0.41
MC01,6,18,7,6,18,8,64.0,0.58,0.83,0.25
MC01,6,18,20,6,18,22,157.0,0.33,0.83,0.5
MC01,6,21,6,6,21,8,133.0,0.42,0.83,0.41
MC01,6,23,19,6,23,21,89.0,0.5,0.83,0.33
MC01,6,26,11,6,26,14,236.0,0.08,0.83,0.75
MC01,7,1,6,7,1,7,60.0,0.58,0.83,0.25
MC01,7,11,19,7,11,21,115.0,0.42,0.83,0.41
MC01,7,15,19,7,15,22,172.0,0.25,0.83,0.58
MC01,7,18,8,7,18,12,239.0,0.33,0.83,0.5
MC01,7,18,15,7,18,15,6.0,0.83,0.83,0.0
MC01,7,19,14,7,19,17,193.0,0.25,0.83,0.58
MC01,7,21,8,7,21,10,162.0,0.33,0.83,0.5
MC01,7,21,14,7,21,14,2.0,0.83,0.83,0.0
MC01,7,24,17,7,24,21,228.0,0.17,0.83,0.66
MC01,7,25,13,7,25,16,201.0,0.17,0.83,0.66
GC03,12,22,8,12,22,10,70.0,0.67,0.83,0.16
GC03,12,22,14,12,22,19,299.0,0.42,1.0,0.58
GC03,12,25,16,12,25,19,168.0,0.83,1.0,0.17
GC03,12,26,11,12,26,12,58.0,0.67,0.83,0.16
GC03,12,27,0,12,27,6,350.0,0.25,1.0,0.75
GC03,12,29,13,12,29,14,79.0,0.58,0.83,0.25
GC03,12,30,0,12,30,5,345.0,0.33,1.0,0.67
GC03,12,31,0,12,31,6,373.0,0.25,1.0,0.75
GC03,1,3,10,1,3,12,103.0,0.75,0.92,0.17
GC03,1,3,17,1,4,0,368.0,0.25,1.0,0.75
GC03,1,4,14,1,4,16,85.0,0.83,0.92,0.09
GC03,1,5,8,1,5,10,104.0,0.67,0.92,0.25
GC03,1,5,13,1,5,20,386.0,0.17,1.0,0.83
GC03,1,11,9,1,11,15,343.0,0.33,1.0,0.67
GC03,1,13,0,1,13,5,292.0,0.5,1.0,0.5
GC03,1,16,0,1,16,5,329.0,0.33,1.0,0.67
GC03,1,17,18,1,17,23,304.0,0.42,1.0,0.58
GC03,1,30,0,1,30,5,341.0,0.25,1.0,0.75
GC03,1,31,18,1,31,22,235.0,0.67,1.0,0.33
GC03,2,2,8,2,2,14,344.0,0.33,1.0,0.67
GC03,2,4,10,2,4,12,114.0,0.67,0.92,0.25
GC03,2,4,18,2,5,0,347.0,0.33,1.0,0.67
GC03,2,7,16,2,7,21,262.0,0.58,1.0,0.42
GC03,2,11,17,2,11,18,48.0,0.5,0.58,0.08
GC03,2,11,18,2,11,22,238.0,0.58,1.0,0.42
GC03,2,14,17,2,14,22,313.0,0.5,1.0,0.5
GC03,2,16,11,2,16,15,241.0,0.75,1.0,0.25
GC03,2,21,18,2,22,0,316.0,0.33,1.0,0.67
GC03,2,28,19,3,1,1,336.0,0.33,1.0,0.67
GC03,3,3,19,3,4,1,359.0,0.25,1.0,0.75
GC03,3,10,19,3,11,0,312.0,0.42,1.0,0.58
GC03,3,14,17,3,14,22,295.0,0.42,1.0,0.58
GC03,3,18,17,3,18,22,338.0,0.25,1.0,0.75
GC03,3,21,8,3,21,10,129.0,0.75,1.0,0.25
GC03,3,21,15,3,21,20,281.0,0.5,1.0,0.5
GC03,3,28,16,3,28,21,324.0,0.33,1.0,0.67
GC03,3,31,18,3,31,22,238.0,0.58,1.0,0.42
GC03,4,4,16,4,4,20,278.0,0.5,1.0,0.5
GC03,4,5,11,4,5,16,320.0,0.33,1.0,0.67
GC03,4,10,15,4,10,21,313.0,0.33,1.0,0.67
GC03,4,13,9,4,13,10,61.0,0.67,0.75,0.08
GC03,4,15,15,4,15,21,320.0,0.33,1.0,0.67
GC03,4,18,16,4,18,19,217.0,0.67,1.0,0.33
GC03,4,27,16,4,27,21,298.0,0.33,1.0,0.67
GC03,5,7,16,5,7,21,299.0,0.33,1.0,0.67
GC03,5,11,16,5,11,20,240.0,0.58,1.0,0.42
GC03,5,14,17,5,14,21,264.0,0.42,1.0,0.58
GC03,5,20,14,5,20,19,257.0,0.42,1.0,0.58
GC03,5,23,12,5,23,13,85.0,0.58,0.67,0.09
GC03,5,27,15,5,27,21,309.0,0.33,1.0,0.67
GC03,5,30,15,5,30,19,224.0,0.58,1.0,0.42
GC03,6,5,18,6,5,23,268.0,0.42,1.0,0.58
GC03,6,7,8,6,7,10,125.0,0.67,0.83,0.16
GC03,6,7,16,6,7,21,314.0,0.25,1.0,0.75
GC03,6,11,19,6,11,23,235.0,0.5,1.0,0.5
GC03,6,22,17,6,22,20,208.0,0.58,1.0,0.42
GC03,6,26,16,6,26,20,288.0,0.33,1.0,0.67
GC03,6,28,7,6,28,11,235.0,0.58,1.0,0.42
GC03,7,5,12,7,5,16,265.0,0.42,1.0,0.58
GC03,7,10,18,7,10,22,201.0,0.58,1.0,0.42
GC03,7,13,12,7,13,16,246.0,0.5,1.0,0.5
GC03,7,16,21,7,17,2,297.0,0.33,1.0,0.67
GC03,7,20,8,7,20,12,202.0,0.58,1.0,0.42
GC03,7,21,19,7,21,23,252.0,0.5,1.0,0.5
GC03,7,27,7,7,27,8,36.0,0.67,0.67,0.0
GC08,12,31,17,12,31,20,185.0,0.75,1.0,0.25
GC08,1,1,13,1,1,16,159.0,0.75,1.0,0.25
GC08,1,5,15,1,5,18,217.0,0.67,1.0,0.33
GC08,1,6,15,1,6,17,128.0,0.83,1.0,0.17
GC08,1,7,16,1,7,18,167.0,0.75,1.0,0.25
GC08,1,8,17,1,8,20,206.0,0.58,1.0,0.42
GC08,1,9,16,1,9,20,210.0,0.67,1.0,0.33
GC08,1,10,19,1,10,21,139.0,0.83,1.0,0.17
GC08,1,12,9,1,12,11,122.0,0.83,1.0,0.17
GC08,1,12,15,1,12,18,150.0,0.83,1.0,0.17
GC08,1,13,20,1,13,23,157.0,0.75,1.0,0.25
GC08,1,14,20,1,14,22,116.0,0.92,1.0,0.08
GC08,1,16,8,1,16,11,129.0,0.83,1.0,0.17
GC08,1,16,20,1,16,21,92.0,0.92,1.0,0.08
GC08,1,17,20,1,18,1,305.0,0.42,1.0,0.58
GC08,1,18,17,1,18,18,32.0,0.58,0.67,0.09
GC08,1,19,17,1,19,20,182.0,0.75,1.0,0.25
GC08,1,20,13,1,20,13,30.0,0.33,0.83,0.5
GC08,1,20,14,1,20,22,487.0,0.08,1.0,0.92
GC08,1,21,16,1,21,20,269.0,0.5,1.0,0.5
GC08,1,22,15,1,22,18,181.0,0.75,1.0,0.25
GC08,1,23,16,1,23,22,347.0,0.25,1.0,0.75
GC08,1,24,17,1,24,19,123.0,0.83,1.0,0.17
GC08,1,25,16,1,25,20,223.0,0.67,1.0,0.33
GC08,1,26,20,1,27,0,290.0,0.42,1.0,0.58
GC08,1,27,18,1,27,21,193.0,0.67,1.0,0.33
GC08,1,28,17,1,28,20,188.0,0.67,1.0,0.33
GC08,1,29,20,1,30,0,234.0,0.58,1.0,0.42
GC08,1,31,23,2,1,3,237.0,0.58,1.0,0.42
GC08,2,2,16,2,2,20,239.0,0.58,1.0,0.42
GC08,2,3,14,2,3,17,197.0,0.75,1.0,0.25
GC08,2,3,20,2,4,0,243.0,0.58,1.0,0.42
GC08,2,4,17,2,4,20,174.0,0.75,1.0,0.25
GC08,2,5,15,2,5,19,235.0,0.58,1.0,0.42
GC08,2,6,16,2,7,0,445.0,0.25,1.0,0.75
GC08,2,8,21,2,9,2,323.0,0.42,1.0,0.58
GC08,2,10,18,2,10,21,176.0,0.75,1.0,0.25
GC08,2,11,15,2,11,18,157.0,0.75,1.0,0.25
GC08,2,12,16,2,12,19,163.0,0.75,1.0,0.25
GC08,2,13,16,2,13,20,228.0,0.58,1.0,0.42
GC08,2,14,17,2,14,20,211.0,0.67,1.0,0.33
GC08,2,15,13,2,15,15,128.0,0.83,1.0,0.17
GC08,2,15,22,2,16,5,402.0,0.17,1.0,0.83
GC08,2,16,16,2,16,20,240.0,0.58,1.0,0.42
GC08,2,17,18,2,17,22,261.0,0.58,1.0,0.42
GC08,2,18,21,2,18,23,123.0,0.83,1.0,0.17
GC08,2,19,17,2,19,19,118.0,0.92,1.0,0.08
GC08,2,21,20,2,21,23,210.0,0.67,1.0,0.33
GC08,2,22,17,2,22,20,204.0,0.75,1.0,0.25
GC08,2,24,20,2,25,0,260.0,0.58,1.0,0.42
GC08,2,25,15,2,25,21,331.0,0.33,1.0,0.67
GC08,2,26,18,2,26,18,30.0,0.33,0.83,0.5
GC08,2,26,19,2,27,3,472.0,0.17,1.0,0.83
GC08,2,27,18,2,27,21,142.0,0.83,1.0,0.17
GC08,2,28,20,3,1,1,272.0,0.5,1.0,0.5
GC08,3,2,18,3,2,21,203.0,0.67,1.0,0.33
GC08,3,3,20,3,3,23,207.0,0.67,1.0,0.33
GC08,3,4,19,3,5,0,267.0,0.5,1.0,0.5
GC08,3,5,16,3,5,16,30.0,0.58,0.83,0.25
GC08,3,5,17,3,5,21,258.0,0.58,1.0,0.42
GC08,3,6,16,3,6,19,154.0,0.83,1.0,0.17
GC08,3,7,19,3,7,23,248.0,0.58,1.0,0.42
GC08,3,9,16,3,9,20,230.0,0.58,1.0,0.42
GC08,3,10,20,3,11,0,269.0,0.5,1.0,0.5
GC08,3,11,14,3,11,15,55.0,0.42,0.92,0.5
GC08,3,13,19,3,14,0,320.0,0.33,1.0,0.67
GC08,3,14,20,3,15,1,296.0,0.5,1.0,0.5
GC08,3,17,17,3,17,20,143.0,0.25,0.67,0.42
GC08,3,17,20,3,18,0,241.0,0.67,1.0,0.33
GC08,3,18,19,3,18,23,226.0,0.67,1.0,0.33
GC08,3,19,18,3,19,21,156.0,0.83,1.0,0.17
GC08,3,20,16,3,20,21,266.0,0.5,1.0,0.5
GC08,3,22,19,3,22,22,216.0,0.58,1.0,0.42
GC08,3,24,16,3,24,20,217.0,0.58,1.0,0.42
GC08,3,27,16,3,27,21,276.0,0.42,1.0,0.58
GC08,3,28,17,3,28,21,237.0,0.58,1.0,0.42
GC08,3,29,18,3,30,0,341.0,0.33,1.0,0.67
GC08,3,30,15,3,30,20,277.0,0.5,1.0,0.5
GC08,3,31,15,3,31,16,97.0,0.92,1.0,0.08
GC08,3,31,19,3,31,22,149.0,0.83,1.0,0.17
GC08,4,1,14,4,1,17,177.0,0.33,0.92,0.59
GC08,4,1,18,4,1,20,151.0,0.92,1.0,0.08
GC08,4,2,15,4,2,21,371.0,0.33,1.0,0.67
GC08,4,3,11,4,3,11,30.0,0.25,0.83,0.58
GC08,4,3,19,4,3,23,240.0,0.58,1.0,0.42
GC08,4,4,23,4,5,2,200.0,0.67,1.0,0.33
GC08,4,14,12,4,14,16,240.0,0.58,1.0,0.42
GC08,4,15,17,4,15,21,222.0,0.67,1.0,0.33
GC08,4,17,17,4,17,18,55.0,0.33,1.0,0.67
GC08,4,17,19,4,17,21,120.0,0.83,1.0,0.17
GC08,4,18,17,4,18,22,293.0,0.5,1.0,0.5
GC08,4,19,22,4,20,0,83.0,0.92,1.0,0.08
GC08,4,20,18,4,20,21,182.0,0.75,1.0,0.25
GC08,4,21,17,4,21,18,37.0,0.67,0.67,0.0
GC08,4,22,15,4,22,16,56.0,0.42,0.5,0.08
GC08,4,22,18,4,22,19,36.0,0.58,0.67,0.09
GC08,4,22,19,4,22,23,231.0,0.67,1.0,0.33
GC08,4,23,18,4,23,20,147.0,0.83,1.0,0.17
GC08,4,24,15,4,24,18,177.0,0.75,1.0,0.25
GC08,4,24,20,4,24,21,31.0,1.0,1.0,0.0
GC08,4,25,19,4,25,22,182.0,0.75,1.0,0.25
GC08,4,26,19,4,26,23,239.0,0.67,1.0,0.33
GC08,4,28,20,4,29,0,248.0,0.58,1.0,0.42
GC08,4,29,15,4,29,17,127.0,0.83,1.0,0.17
GC08,4,29,19,4,29,20,34.0,1.0,1.0,0.0
GC08,4,30,18,4,30,21,206.0,0.67,1.0,0.33
GC08,5,1,14,5,1,17,198.0,0.58,1.0,0.42
GC08,5,1,19,5,1,20,94.0,1.0,1.0,0.0
GC08,5,2,18,5,2,19,91.0,0.92,1.0,0.08
GC08,5,3,19,5,4,0,310.0,0.42,1.0,0.58
GC08,5,5,15,5,5,17,167.0,0.83,1.0,0.17
GC08,5,6,18,5,6,22,253.0,0.75,1.0,0.25
GC08,5,7,14,5,7,15,46.0,0.67,0.83,0.16
GC08,5,8,7,5,8,10,178.0,0.83,1.0,0.17
GC08,5,9,12,5,9,13,41.0,0.17,0.92,0.75
GC08,5,9,18,5,9,20,124.0,0.83,1.0,0.17
GC08,5,10,19,5,10,21,107.0,0.75,1.0,0.25
GC08,5,12,14,5,12,15,55.0,0.58,1.0,0.42
GC08,5,13,15,5,13,19,252.0,0.58,1.0,0.42
GC08,5,15,19,5,15,23,266.0,0.5,1.0,0.5
GC08,5,17,20,5,17,23,199.0,0.58,1.0,0.42
GC08,5,18,22,5,19,1,177.0,0.67,1.0,0.33
GC08,5,19,19,5,19,23,261.0,0.42,1.0,0.58
GC08,5,20,15,5,20,19,244.0,0.5,1.0,0.5
GC08,5,22,14,5,22,17,184.0,0.67,1.0,0.33
GC08,5,23,19,5,24,0,302.0,0.5,1.0,0.5
GC08,5,24,21,5,24,23,120.0,0.92,1.0,0.08
GC08,5,30,17,5,30,18,50.0,0.92,1.0,0.08
GC08,5,31,22,6,1,1,175.0,0.75,1.0,0.25
GC08,6,3,19,6,3,22,219.0,0.58,1.0,0.42
GC08,6,4,18,6,4,21,141.0,0.83,1.0,0.17
GC08,6,5,19,6,5,23,259.0,0.58,1.0,0.42
GC08,6,7,19,6,8,1,353.0,0.33,1.0,0.67
GC08,6,9,19,6,10,0,308.0,0.33,1.0,0.67
GC08,6,10,19,6,10,22,161.0,0.67,1.0,0.33
GC08,6,15,15,6,15,17,149.0,0.75,1.0,0.25
GC08,6,16,12,6,16,13,51.0,0.75,1.0,0.25
GC08,6,17,15,6,17,17,167.0,0.67,1.0,0.33
GC08,6,22,15,6,22,18,138.0,0.83,1.0,0.17
GC08,6,23,12,6,23,12,31.0,0.42,0.92,0.5
GC08,6,23,19,6,24,2,381.0,0.17,1.0,0.83
GC08,6,24,13,6,24,14,47.0,0.17,0.92,0.75
GC08,6,26,7,6,26,9,91.0,0.67,1.0,0.33
ST1011,5,1,18,5,1,19,28.0,0.67,0.92,0.25
ST1011,5,1,20,5,1,20,22.0,0.42,0.83,0.41
ST1011,5,2,16,5,2,16,27.0,0.17,0.75,0.58
ST1011,5,2,19,5,2,19,30.0,0.25,0.83,0.58
ST1011,5,2,19,5,2,20,18.0,0.67,0.92,0.25
ST1011,5,2,22,5,3,6,470.0,0.5,1.0,0.5
ST1011,5,4,10,5,4,10,8.0,0.17,0.33,0.16
ST1011,5,4,11,5,4,11,33.0,0.08,0.83,0.75
ST1011,5,4,12,5,4,13,21.0,0.5,0.83,0.33
ST1011,5,5,23,5,6,7,479.0,0.17,0.92,0.75
ST1011,5,9,12,5,9,12,42.0,0.17,0.92,0.75
ST1011,5,9,16,5,9,16,8.0,0.58,0.75,0.17
ST1011,5,9,17,5,9,17,29.0,0.58,0.92,0.34
ST1011,5,11,16,5,11,17,29.0,0.33,0.83,0.5
ST1011,5,11,18,5,11,19,41.0,0.17,0.92,0.75
ST1011,5,13,6,5,13,7,46.0,0.17,0.83,0.66
ST1011,5,13,7,5,13,8,11.0,0.75,0.83,0.08
ST1011,5,16,16,5,16,17,27.0,0.08,0.75,0.67
ST1011,5,16,18,5,16,19,28.0,0.25,0.83,0.58
ST1011,5,16,21,5,17,7,631.0,0.17,1.0,0.83
ST1011,5,19,20,5,20,5,526.0,0.17,1.0,0.83
ST1011,5,21,22,5,21,23,17.0,0.33,0.75,0.42
ST1011,5,21,23,5,22,0,42.0,0.58,1.0,0.42
ST1011,5,23,21,5,24,8,616.0,0.17,1.0,0.83
ST1011,5,27,9,5,27,10,27.0,0.17,0.75,0.58
ST1011,5,27,21,5,28,6,588.0,0.17,1.0,0.83
ST1011,5,28,15,5,28,16,51.0,0.58,1.0,0.42
ST1011,5,28,17,5,28,18,19.0,0.5,0.83,0.33
ST1011,5,28,21,5,29,6,518.0,0.25,1.0,0.75
ST1011,5,29,23,5,30,7,515.0,0.42,1.0,0.58
ST1011,5,31,9,5,31,10,32.0,0.08,0.83,0.75
ST1011,6,1,10,6,1,14,269.0,0.25,0.67,0.42
ST1011,6,1,16,6,1,16,10.0,0.25,0.5,0.25
ST1011,6,1,18,6,1,18,25.0,0.17,0.83,0.66
ST1011,6,1,19,6,1,19,16.0,0.58,0.83,0.25
ST1011,6,3,21,6,4,7,608.0,0.17,1.0,0.83
ST1011,6,7,11,6,7,11,21.0,0.17,0.75,0.58
ST1011,6,7,12,6,7,13,20.0,0.42,0.83,0.41
ST1011,6,7,20,6,8,6,577.0,0.17,1.0,0.83
ST1011,6,8,18,6,8,19,23.0,0.25,0.75,0.5
ST1011,6,8,19,6,8,19,22.0,0.58,0.92,0.34
ST1011,6,9,21,6,10,3,377.0,0.5,1.0,0.5
ST1011,6,10,17,6,10,18,30.0,0.25,0.83,0.58
ST1011,6,10,18,6,10,19,11.0,0.67,0.83,0.16
ST1011,6,10,22,6,11,4,394.0,0.33,1.0,0.67
ST1011,6,11,18,6,11,18,26.0,0.17,0.75,0.58
ST1011,6,11,18,6,11,19,11.0,0.67,0.83,0.16
ST1011,6,11,23,6,12,5,394.0,0.42,1.0,0.58
ST1011,6,12,16,6,12,17,30.0,0.25,0.83,0.58
ST1011,6,12,21,6,13,6,555.0,0.25,1.0,0.75
ST1011,6,13,17,6,13,18,20.0,0.33,0.83,0.5
ST1011,6,13,21,6,14,7,583.0,0.25,1.0,0.75
ST1011,6,15,8,6,15,8,0.0,0.42,0.42,0.0
ST1011,6,15,8,6,15,14,348.0,0.42,1.0,0.58
ST1011,6,15,17,6,15,18,15.0,0.42,0.75,0.33
ST1011,6,15,19,6,15,19,29.0,0.17,0.83,0.66
ST1011,6,17,21,6,18,4,437.0,0.17,0.83,0.66
ST1011,6,19,18,6,19,20,131.0,0.25,0.42,0.17
ST1011,6,20,10,6,20,11,101.0,0.25,0.42,0.17
ST1011,6,22,11,6,22,13,133.0,0.25,0.5,0.25
ST1011,6,24,16,6,24,17,68.0,0.17,0.17,0.0
ST1011,6,24,21,6,25,4,405.0,0.17,0.83,0.66
ST1011,6,26,21,6,27,3,356.0,0.25,0.83,0.58
ST1011,6,28,14,6,28,15,17.0,0.08,0.67,0.59
ST1011,6,29,16,6,29,16,22.0,0.33,0.75,0.42
ST1011,6,29,17,6,29,17,8.0,0.67,0.75,0.08
ST1011,6,30,22,7,1,4,407.0,0.17,0.83,0.66
ST1011,7,6,12,7,6,13,15.0,0.08,0.5,0.42
ST1011,7,6,19,7,6,19,23.0,0.17,0.75,0.58
ST1011,7,6,20,7,6,20,10.0,0.58,0.83,0.25
ST1011,7,7,21,7,8,1,280.0,0.33,0.83,0.5
ST1011,7,14,17,7,14,19,141.0,0.17,0.33,0.16
ST1011,7,14,19,7,15,3,468.0,0.33,1.0,0.67
ST1011,7,15,14,7,15,15,24.0,0.25,0.83,0.58
ST1011,7,15,18,7,16,5,699.0,0.08,1.0,0.92
ST1011,7,16,9,7,16,9,26.0,0.25,0.83,0.58
ST1011,7,16,10,7,16,10,8.0,0.5,0.75,0.25
ST1011,7,16,18,7,17,4,587.0,0.17,1.0,0.83
ST1011,7,17,7,7,17,8,5.0,0.58,0.75,0.17
ST1011,7,17,8,7,17,8,25.0,0.58,0.92,0.34
ST1011,7,18,0,7,18,6,379.0,0.5,1.0,0.5
ST1011,7,18,20,7,18,23,203.0,0.83,1.0,0.17
ST1011,7,19,2,7,19,2,28.0,0.25,0.92,0.67
ST1011,7,22,8,7,22,10,92.0,0.08,0.25,0.17
ST1011,7,24,20,7,25,5,541.0,0.25,1.0,0.75
ST1011,7,25,21,7,26,5,476.0,0.33,1.0,0.67
ST1011,7,28,7,7,28,12,310.0,0.25,0.75,0.5
ST1011,7,31,21,8,1,3,331.0,0.58,1.0,0.42
ST1011,8,1,17,8,1,17,19.0,0.75,0.92,0.17
ST1011,8,2,10,8,2,11,42.0,0.83,1.0,0.17
ST1011,8,4,21,8,5,6,562.0,0.17,1.0,0.83
ST1011,8,8,16,8,8,16,17.0,0.17,0.75,0.58
ST1011,8,8,17,8,8,18,19.0,0.42,0.92,0.5
ST1011,8,8,19,8,9,2,420.0,0.25,0.92,0.67
ST1011,8,23,8,8,23,9,82.0,0.92,1.0,0.08
ST1011,8,23,10,8,23,11,22.0,0.58,0.92,0.34
ST1011,8,23,13,8,23,14,23.0,0.58,0.92,0.34
ST1011,8,25,21,8,26,6,535.0,0.25,1.0,0.75
ST1011,8,26,15,8,26,16,17.0,0.42,0.83,0.41
ST1011,8,27,14,8,27,15,36.0,0.5,0.92,0.42
ST1011,8,31,8,8,31,8,19.0,0.25,0.75,0.5
ST1011,8,31,14,8,31,15,28.0,0.5,0.92,0.42
ST1011,9,1,6,9,1,7,46.0,0.25,0.25,0.0
ST1011,9,1,13,9,1,15,108.0,0.25,0.42,0.17
ST1011,9,1,16,9,1,17,25.0,0.17,0.83,0.66
ST1011,9,1,19,9,1,19,18.0,0.5,0.83,0.33
ST1011,9,1,21,9,2,5,504.0,0.25,1.0,0.75
ST1004,1,15,13,1,15,13,37.0,1.0,1.0,0.0
ST1004,1,16,16,1,16,23,393.0,0.17,1.0,0.83
ST1004,1,18,20,1,19,1,291.0,0.5,1.0,0.5
ST1004,1,21,8,1,21,11,201.0,0.42,1.0,0.58
ST1004,1,21,22,1,22,1,222.0,0.58,1.0,0.42
ST1004,1,22,21,1,23,2,298.0,0.33,1.0,0.67
ST1004,1,23,22,1,24,3,314.0,0.33,1.0,0.67
ST1004,1,24,12,1,24,13,55.0,0.67,0.92,0.25
ST1004,1,24,18,1,24,21,164.0,0.75,1.0,0.25
ST1004,1,25,20,1,25,23,220.0,0.5,1.0,0.5
ST1004,1,26,22,1,27,4,345.0,0.25,1.0,0.75
ST1004,1,27,19,1,28,0,274.0,0.58,1.0,0.42
ST1004,1,29,11,1,29,12,72.0,0.92,1.0,0.08
ST1004,1,30,21,1,31,2,323.0,0.25,1.0,0.75
ST1004,2,2,13,2,2,16,201.0,0.42,1.0,0.58
ST1004,2,3,13,2,3,19,329.0,0.25,1.0,0.75
ST1004,2,4,21,2,5,1,220.0,0.5,1.0,0.5
